Date,Open,High,Low,Close,Adj Close,Volume
2023-02-06,871.8499755859375,899.1500244140625,870.5999755859375,882.6500244140625,880.1586303710938,10129098
2023-02-07,886.8499755859375,888.4000244140625,871.5,879.0999755859375,876.61865234375,5055187
2023-02-08,882.0999755859375,886.4500122070312,868.25,871.75,869.2893676757812,6572818
2023-02-09,876.1500244140625,876.1500244140625,862.5499877929688,867.7000122070312,865.2508544921875,5993312
2023-02-10,872.0499877929688,872.7000122070312,865.1500244140625,867.25,864.8020629882812,4603464
2023-02-13,867.25,870.4500122070312,856.5,859.0999755859375,856.675048828125,5707194
2023-02-14,862.5499877929688,871.9000244140625,854.25,870.75,868.2921752929688,7527755
2023-02-15,872.0,872.2000122070312,861.5999755859375,868.2999877929688,865.84912109375,7322266
2023-02-16,872.7999877929688,874.2999877929688,862.25,864.75,862.3091430664062,5843235
2023-02-17,861.0,868.25,850.0,854.9000244140625,852.4869995117188,8420479
2023-02-20,859.7000122070312,861.2000122070312,842.5,846.75,844.3599853515625,5992322
2023-02-21,849.0,849.0,837.4000244140625,844.0499877929688,841.6676025390625,9677064
2023-02-22,840.0,843.0,829.5499877929688,833.3499755859375,830.9977416992188,6984037
2023-02-23,833.0499877929688,848.25,830.2000122070312,844.3499755859375,841.9666748046875,8437003
2023-02-24,850.0999755859375,854.5999755859375,844.4500122070312,851.4000244140625,848.996826171875,7763814
2023-02-27,851.8499755859375,858.4500122070312,845.9500122070312,854.3499755859375,851.9384155273438,8064267
2023-02-28,855.9500122070312,857.5999755859375,840.0,844.0999755859375,841.7174072265625,13012372
2023-03-01,846.0499877929688,868.75,845.0499877929688,865.1500244140625,862.7080078125,12345125
2023-03-02,866.0,866.7999877929688,843.5,845.4500122070312,843.0636596679688,13900508
2023-03-03,849.75,858.5999755859375,845.5999755859375,852.6500244140625,850.2433471679688,7977804
2023-03-06,856.9500122070312,863.75,855.5999755859375,859.5,857.0739135742188,10781567
2023-03-08,858.5,862.5,853.0499877929688,860.9500122070312,858.5198364257812,8785735
2023-03-09,862.5,874.25,862.0,867.7999877929688,865.3505249023438,14746065
2023-03-10,859.5999755859375,861.5999755859375,845.5,851.9000244140625,849.4954223632812,11198583
2023-03-13,845.5999755859375,857.0,828.4500122070312,832.3499755859375,830.0005493164062,8315798
2023-03-14,828.0,835.7000122070312,817.4000244140625,832.8499755859375,830.4991455078125,12573734
2023-03-15,838.0499877929688,843.5,819.3499755859375,824.0499877929688,821.7239379882812,6652641
2023-03-16,821.5,837.9000244140625,814.2999877929688,830.5499877929688,828.2056274414062,8791383
2023-03-17,835.0,841.5,823.0,837.4000244140625,835.036376953125,7762461
2023-03-20,836.0,841.0,825.5499877929688,837.5499877929688,835.1859130859375,10744023
2023-03-21,840.0999755859375,857.3499755859375,838.75,855.5999755859375,853.1849365234375,11489951
2023-03-22,855.5999755859375,859.7999877929688,847.0499877929688,849.6500244140625,847.2518310546875,8018924
2023-03-23,847.0,861.1500244140625,845.0999755859375,848.7999877929688,846.4041748046875,9857892
2023-03-24,846.25,852.5,837.25,839.9000244140625,837.529296875,8078718
2023-03-27,841.0499877929688,842.2000122070312,829.2000122070312,833.3499755859375,830.9977416992188,10602508
2023-03-28,837.4000244140625,837.4000244140625,826.0499877929688,832.4500122070312,830.1002807617188,11002402
2023-03-29,832.5,848.4500122070312,830.0,842.5999755859375,840.2216186523438,17121194
2023-03-31,854.9000244140625,860.9000244140625,847.5,858.5,856.0767822265625,12946752
2023-04-03,864.0,866.7999877929688,856.4500122070312,864.5999755859375,862.1594848632812,13266882
2023-04-05,871.0,871.0,857.0,860.5,858.0711669921875,11890015
2023-04-06,861.7999877929688,863.25,849.0,851.9500122070312,849.5452880859375,19677316
2023-04-10,854.7999877929688,854.9500122070312,843.9500122070312,847.3499755859375,844.958251953125,15656078
2023-04-11,848.25,855.7000122070312,844.0499877929688,853.2999877929688,850.8914794921875,23930907
2023-04-12,854.9000244140625,856.6500244140625,846.6500244140625,851.0499877929688,848.6477661132812,13480335
2023-04-13,853.6500244140625,867.7000122070312,845.0,864.3499755859375,861.9102783203125,23934570
2023-04-17,882.0,882.0,861.0,864.5499877929688,862.1096801757812,22577380
2023-04-18,865.3499755859375,872.0,857.0999755859375,863.3499755859375,860.9130859375,17238709
